id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1464472736051433478,1464464944917889024,2021-11-27 00:54:43 EST,2021-11-27,00:54:43,-0500,1392588510159425537,dr_faust_md,Faust + Teddie,,@5thExecutor 🩺 Ma'am I may be wanted by the police but that doesn't mean I actively commit crime.  https://t.co/cOdw8TerBX,en,[],[],['https://pbs.twimg.com/media/FFLaD8sXIAAxzYC.jpg'],0,0,0,[],[],https://twitter.com/Dr_Faust_MD/status/1464472736051433478,False,,1,https://pbs.twimg.com/media/FFLaD8sXIAAxzYC.jpg,,,,,,,"[{'screen_name': '5thExecutor', 'name': 'Neopolitan (Takeover!)', 'id': '1429206915326877701'}]",,,,
1464472731412353030,1464442807574093827,2021-11-27 00:54:42 EST,2021-11-27,00:54:42,-0500,1338382093135409152,rajpolicehelp,Rajasthan Police HelpDesk,,"@zeerajasthan_ @DungarpurP कृपया, की गई कार्यवाही व वर्तमान स्थिति से अवगत कराएं।",hi,[],[],[],0,0,0,[],[],https://twitter.com/RajPoliceHelp/status/1464472731412353030,False,,0,,,,,,,,"[{'screen_name': 'zeerajasthan_', 'name': 'ZEE Rajasthan', 'id': '1587915768'}]",,,,
1464472728824549383,1464472728824549383,2021-11-27 00:54:41 EST,2021-11-27,00:54:41,-0500,971025208722128896,psptbad_cyb,Petbasheerabad police station,, https://t.co/F3f7doQGeu,und,[],[],['https://pbs.twimg.com/media/FFLaK4hUUAI6xuL.png'],0,0,0,[],[],https://twitter.com/psptbad_cyb/status/1464472728824549383,False,,1,https://pbs.twimg.com/media/FFLaK4hUUAI6xuL.png,,,,,,,[],,,,
1464472712894636035,1464458217333817344,2021-11-27 00:54:37 EST,2021-11-27,00:54:37,-0500,1442175780658634759,stoney031389,stoney,,"@CrookedIntriago Yeah every one tells me that, I don't trust them.. Im daft I understand my problems it's just hard to be be someone your not... But you you have kides you have to, I totally change.. But its not good enough for sum people.. I have had the police at my door the social because....",en,[],[],[],0,0,0,[],[],https://twitter.com/Stoney031389/status/1464472712894636035,False,,0,,,,,,,,"[{'screen_name': 'CrookedIntriago', 'name': 'CROOK', 'id': '17323985'}]",,,,
1464472711992733697,1464131124200820738,2021-11-27 00:54:37 EST,2021-11-27,00:54:37,-0500,1329738966308843521,eyesneverlies9,Black Eyes,,"@TonyTwitching @AsYouNotWish @indiapremi ""Police found that members of the secessionist group were using various electronic devices to create fake identity cards, sources said.""   https://t.co/3sOvaXK0cl",en,[],['https://www.news18.com/news/world/uk-police-raid-on-sikhs-for-justice-office-exposes-vote-rigging-in-punjab-referendum-farce-4487408.html'],[],0,0,0,[],[],https://twitter.com/EyesNeverLies9/status/1464472711992733697,False,,0,,,,,,,,"[{'screen_name': 'TonyTwitching', 'name': 'Tony Sharma', 'id': '287803191'}, {'screen_name': 'AsYouNotWish', 'name': 'Sonam Mahajan', 'id': '342034927'}, {'screen_name': 'indiapremi', 'name': 'Data Sci', 'id': '1354553737'}]",,,,
1464472708553580546,1464430968102522880,2021-11-27 00:54:36 EST,2021-11-27,00:54:36,-0500,1372712410109333504,sarahar09709713,namjoonsbigfatthiccbumcheeks ⁷,,"@jaykaygf @brittaniayana If they don’t pick up, call the police.",en,[],[],[],0,0,0,[],[],https://twitter.com/SarahAR09709713/status/1464472708553580546,False,,0,,,,,,,,"[{'screen_name': 'jaykaygf', 'name': 't*y is seeing bts', 'id': '1392896573273776130'}, {'screen_name': 'brittaniayana', 'name': 'brit is seeing bts.⁷', 'id': '3162039789'}]",,,,
1464472706166915072,1464471737345601540,2021-11-27 00:54:36 EST,2021-11-27,00:54:36,-0500,1471466790,pilibhitpolice,Pilibhit Police,,@DelhiCrime4 @igrangebareilly @Uppolice प्रभारी निरीक्षक थाना बिलसंडा को तत्काल जांच कर विधिक कार्यवाही हेतु निर्देशित किया गया है।,hi,[],[],[],0,0,0,[],[],https://twitter.com/pilibhitpolice/status/1464472706166915072,False,,0,,,,,,,,"[{'screen_name': 'DelhiCrime4', 'name': 'Delhi Crime', 'id': '1428564716272586758'}, {'screen_name': 'igrangebareilly', 'name': 'IG Range Bareilly', 'id': '713596808228790272'}, {'screen_name': 'Uppolice', 'name': 'UP POLICE', 'id': '1271749327'}]",,,,
1464472695454810112,1464472695454810112,2021-11-27 00:54:33 EST,2021-11-27,00:54:33,-0500,157252934,abbeybeyy,Abbey 🧜🏽‍♀️✈️,,Police picked him up hopefully he does not end up in a shelter 😭😭😭😭,en,[],[],[],0,0,0,[],[],https://twitter.com/abbeybeyy/status/1464472695454810112,False,,0,,,,,,,,[],,,,
1464472685279330304,1464472685279330304,2021-11-27 00:54:31 EST,2021-11-27,00:54:31,-0500,1289998534905860096,rtcsa1,RTC South Africa,,"Jair Abdula, the son of Mozambican businessman, Salimo Abdula, who was #kidnapped last month on the East Rand has been freed during a CI police operation. He was found on a smallholding near Heidelburg.  https://t.co/Mhzvu3Lqt6",en,[],[],['https://pbs.twimg.com/media/FFLaI_XWUAgAKRE.jpg'],0,0,0,['kidnapped'],[],https://twitter.com/rtcsa1/status/1464472685279330304,False,,1,https://pbs.twimg.com/media/FFLaI_XWUAgAKRE.jpg,,,,,,,[],,,,
1464472681055727621,1464352849614327809,2021-11-27 00:54:30 EST,2021-11-27,00:54:30,-0500,1333621582321709056,dakotamadison42,Dakota 🏳️‍🌈🏳️‍⚧️,,"@CathyPenney2 @PooleLorelei @EphromJosine1 @dinahbrand2 @GilleanSays you literally had no reason to make a comment like this, but did it anyway, because you enjoy being the word police  https://t.co/mLEoI82PaV",en,[],[],['https://pbs.twimg.com/media/FFLZ_dEXwAUUkc-.png'],0,0,0,[],[],https://twitter.com/DakotaMadison42/status/1464472681055727621,False,,1,https://pbs.twimg.com/media/FFLZ_dEXwAUUkc-.png,,,,,,,"[{'screen_name': 'CathyPenney2', 'name': 'Moana Bitchy 💚🤍💜🇨🇦', 'id': '1368312085181063179'}, {'screen_name': 'PooleLorelei', 'name': 'Lorelei Poole 🟢⚪️🟣🟡⚪️🟣', 'id': '1305373578443984896'}, {'screen_name': 'EphromJosine1', 'name': 'Adult Human Chicken George Haag', 'id': '741437701539409921'}, {'screen_name': 'dinahbrand2', 'name': 'Dinah Brand 🦖 🟥', 'id': '2317418220'}, {'screen_name': 'GilleanSays', 'name': 'Concerned🇨🇦Mum Says', 'id': '1336660494'}]",,,,
